"grupo","x","y"
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",542.219627539503,897.323888888889
"red",542.219627539503,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",663.574029345373,861.768333333333
"red",715.583058690745,861.768333333333
"red",637.569514672686,861.768333333333
"red",663.574029345373,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",663.574029345373,861.768333333333
"red",663.574029345373,861.768333333333
"red",637.569514672686,861.768333333333
"red",663.574029345373,861.768333333333
"red",637.569514672686,861.768333333333
"red",663.574029345373,861.768333333333
"red",663.574029345373,861.768333333333
"red",641.903600451467,897.323888888889
"red",667.908115124154,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,830.657222222222
"red",637.569514672686,830.657222222222
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",654.90585778781,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",667.908115124154,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",667.908115124154,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",667.908115124154,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",529.21737020316,111.565
"red",529.21737020316,111.565
"red",542.219627539503,897.323888888889
"red",542.219627539503,897.323888888889
"red",529.21737020316,111.565
"red",663.574029345373,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",637.569514672686,861.768333333333
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",637.569514672686,200.453888888889
"red",633.235428893905,138.231666666667
"red",633.235428893905,138.231666666667
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",628.901343115124,111.565
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",637.569514672686,861.768333333333
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",641.903600451467,897.323888888889
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",637.569514672686,231.565
"red",637.569514672686,231.565
"red",641.903600451467,293.787222222222
"red",542.219627539503,293.787222222222
"red",568.22414221219,293.787222222222
"red",572.558227990971,356.009444444444
"red",641.903600451467,293.787222222222
"red",646.237686230248,356.009444444444
"red",641.903600451467,293.787222222222
"red",641.903600451467,293.787222222222
"red",637.569514672686,262.676111111111
"red",641.903600451467,293.787222222222
"red",641.903600451467,293.787222222222
"red",568.22414221219,293.787222222222
"red",641.903600451467,293.787222222222
"red",641.903600451467,293.787222222222
"red",637.569514672686,231.565
"red",637.569514672686,200.453888888889
"red",641.903600451467,293.787222222222
"red",637.569514672686,231.565
"red",637.569514672686,200.453888888889
"red",537.885541760722,231.565
"red",537.885541760722,231.565
"red",563.890056433409,262.676111111111
"red",637.569514672686,231.565
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",537.885541760722,200.453888888889
"red",637.569514672686,231.565
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",563.890056433409,231.565
"red",563.890056433409,231.565
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",637.569514672686,200.453888888889
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",628.901343115124,111.565
"red",890.654627539503,941.768333333333
"red",881.986455981941,817.323888888889
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",890.654627539503,972.879444444444
"red",602.896828442438,571.111111111111
"red",407.862968397291,571.111111111111
"red",407.862968397291,571.111111111111
"red",602.896828442438,571.111111111111
"red",407.862968397291,571.111111111111
"red",529.21737020316,571.111111111111
"red",407.862968397291,571.111111111111
"red",407.862968397291,602.222222222222
"red",602.896828442438,571.111111111111
"red",602.896828442438,571.111111111111
"red",602.896828442438,571.111111111111
"red",407.862968397291,602.222222222222
"red",433.867483069977,602.222222222222
"red",407.862968397291,571.111111111111
"red",407.862968397291,571.111111111111
"red",407.862968397291,571.111111111111
"red",412.197054176072,664.444444444444
"red",407.862968397291,571.111111111111
"red",407.862968397291,571.111111111111
"red",412.197054176072,633.333333333333
"red",529.21737020316,602.222222222222
"red",412.197054176072,633.333333333333
"red",529.21737020316,602.222222222222
"red",407.862968397291,571.111111111111
"red",407.862968397291,602.222222222222
"red",407.862968397291,571.111111111111
"red",407.862968397291,602.222222222222
"red",407.862968397291,571.111111111111
"red",529.21737020316,602.222222222222
"red",529.21737020316,602.222222222222
"red",602.896828442438,602.222222222222
"red",412.197054176072,664.444444444444
"red",412.197054176072,664.444444444444
"red",529.21737020316,571.111111111111
"red",407.862968397291,571.111111111111
"red",529.21737020316,602.222222222222
